fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
7.0,0.7,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6,red
7.8,0.2,0.40,1.2,0.035,24,112,0.9932,3.14,0.75,9.9,5,white
8.1,0.7,0.04,2.0,0.073,7,18,0.9963,3.34,0.94,10.3,7,red
11.0,0.2,0.48,2.0,0.343,6,18,0.9979,3.30,0.71,10.5,5,red
6.8,0.3,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5,white
6.7,0.2,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,white
7.8,0.3,0.32,9.0,0.036,34,115,0.9952,3.17,0.39,10.3,7,white
7.3,0.3,0.36,13.1,0.050,35,200,0.9986,3.04,0.46,8.9,7,white
7.8,0.2,0.27,1.2,0.051,20,89,0.9936,3.06,0.46,9.1,5,white
6.4,0.4,0.01,6.1,0.048,20,70,0.9936,3.19,0.42,10.0,5,white
7.4,0.2,0.30,12.8,0.053,49,229,0.9986,3.14,0.49,9.1,7,white
6.9,0.8,0.18,2.4,0.243,6,48,0.9961,3.40,0.60,10.3,6,red
7.2,0.2,0.38,6.1,0.067,20,90,0.9950,3.17,0.79,9.7,5,white
6.6,0.3,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10.0,5,white
7.4,0.3,0.26,11.8,0.053,55,173,0.9970,3.11,0.60,9.8,5,white
10.2,0.3,0.63,2.8,0.121,8,43,0.9980,3.22,0.66,12.6,6,red
7.8,0.3,0.39,2.0,0.082,23,58,0.9965,3.33,0.57,9.3,6,red
10.9,0.4,0.47,1.8,0.118,6,14,0.9982,3.30,0.75,9.8,6,red
6.0,0.3,0.50,2.2,0.048,59,153,0.9928,3.08,0.61,9.8,5,white
7.2,0.6,0.00,1.9,0.097,13,40,0.9968,3.38,0.57,9.1,7,red
6.5,0.3,0.30,3.8,0.036,34,88,0.9903,3.25,0.63,12.5,7,white
7.0,0.3,0.45,2.3,0.045,40,118,0.9906,3.16,0.48,11.9,7,white
7.3,0.3,0.32,1.2,0.041,29,94,0.9898,3.07,0.45,12.0,6,white
6.0,0.3,0.20,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,5,white
7.8,0.3,0.28,7.2,0.040,46,179,0.9954,3.14,0.60,10.1,6,white
7.1,0.2,0.39,14.5,0.051,48,156,0.9995,3.35,0.78,9.1,5,white
7.0,0.2,0.29,8.9,0.050,24,90,0.9956,3.29,0.46,9.8,6,white
10.7,0.5,0.38,2.6,0.066,29,56,0.9958,3.15,0.79,12.1,7,red
10.0,0.6,0.31,2.2,0.090,26,62,0.9994,3.18,0.63,10.2,6,red
9.3,0.4,0.46,2.0,0.107,34,125,0.9978,3.14,1.21,9.6,4,red
5.7,0.3,0.30,1.8,0.039,30,105,0.9900,3.48,0.52,12.5,7,white
7.7,0.3,0.63,11.1,0.039,58,179,0.9979,3.08,0.44,8.8,4,white
6.2,0.3,0.17,2.8,0.040,24,125,0.9939,3.01,0.46,9.0,5,white
7.0,0.2,0.26,9.2,0.027,37,122,0.9923,3.06,0.34,12.5,8,white
5.9,0.2,0.45,22.6,0.120,55,122,0.9964,3.10,0.35,12.8,5,white
7.5,0.1,0.74,1.6,0.035,21,126,0.9933,3.26,0.45,10.2,6,white
7.0,0.5,0.09,2.3,0.075,13,29,0.9958,3.42,0.58,10.2,6,red
6.8,0.2,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9.0,6,white
6.5,0.4,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,white
6.8,0.4,0.51,11.8,0.044,62,163,0.9976,3.19,0.44,8.8,5,white
7.2,0.2,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7,white
7.1,0.3,0.31,2.3,0.050,32,156,0.9914,3.14,0.51,11.4,6,white
6.9,0.4,0.38,13.1,0.112,14,94,0.9979,3.02,0.48,9.2,5,white
7.3,0.2,0.30,10.9,0.037,18,112,0.9970,3.40,0.50,9.6,6,white
7.2,0.2,0.19,13.7,0.052,47,197,0.9987,3.12,0.53,9.0,5,white
8.2,1.0,0.10,2.4,0.065,8,36,0.9969,3.32,0.55,9.0,6,red
7.9,0.2,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5,white
6.9,0.3,0.13,7.8,0.042,11,117,0.9960,3.23,0.37,9.2,5,white
7.1,0.1,0.40,1.2,0.047,54,134,0.9932,3.30,0.97,9.8,7,white
7.0,0.2,0.14,1.1,0.042,81,174,0.9920,3.14,0.44,9.9,5,white
7.9,0.4,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,5,red
6.1,0.3,0.25,1.7,0.034,37,136,0.9920,3.47,0.50,10.8,7,white
7.7,0.6,0.11,1.8,0.102,29,109,0.9956,3.06,0.49,10.0,5,red
8.0,0.2,0.29,2.4,0.029,52,119,0.9894,3.03,0.33,12.9,6,white
6.5,0.1,0.42,1.2,0.050,51,129,0.9912,3.27,0.69,11.1,7,white
7.6,0.5,0.33,1.9,0.074,27,85,0.9971,3.41,0.58,9.0,5,red
7.6,0.6,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,5,red
6.8,0.3,0.27,11.6,0.028,22,97,0.9931,2.96,0.38,11.7,6,white
6.1,0.2,0.27,12.6,0.064,63,162,0.9994,3.66,0.43,8.9,5,white
7.4,0.2,0.37,17.0,0.048,43,190,0.9995,3.03,0.42,9.2,6,white
6.9,0.2,0.32,4.8,0.040,44,161,0.9936,3.22,0.59,10.7,6,white
6.8,0.3,0.22,4.8,0.041,110,198,0.9944,3.29,0.67,10.6,5,white
6.9,0.3,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6,white
14.3,0.3,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,red
9.1,0.3,0.27,1.3,0.027,17,74,0.9921,3.09,0.39,10.9,5,white
6.0,0.2,0.33,6.0,0.036,30,111,0.9936,3.32,0.58,10.2,7,white
9.4,0.2,0.25,1.5,0.042,16,66,0.9942,3.08,0.30,9.5,5,white
6.3,0.3,0.46,11.8,0.037,61,212,0.9971,3.25,0.53,9.5,6,white
9.9,0.3,0.47,2.5,0.084,14,34,0.9997,3.36,0.80,10.5,7,red
7.4,0.2,0.30,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6,white
6.4,0.2,0.37,7.9,0.050,60,150,0.9949,2.86,0.49,9.3,6,white
6.8,0.6,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,white
5.9,0.3,0.33,7.4,0.037,58,205,0.9950,3.26,0.41,9.6,5,white
8.3,0.2,0.58,17.1,0.049,62,213,1.0006,3.01,0.51,9.3,6,white
6.4,0.1,0.31,1.2,0.034,53,138,0.9908,3.38,0.35,11.5,7,white
6.4,0.4,0.20,5.6,0.117,61,183,0.9946,3.24,0.43,9.5,5,white
7.9,0.6,0.23,2.3,0.076,23,94,0.9969,3.21,0.58,9.5,6,red
7.5,0.2,0.31,6.5,0.029,53,160,0.9928,3.03,0.38,10.9,6,white
6.5,0.4,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,white
6.9,0.6,0.17,2.4,0.241,6,18,0.9961,3.40,0.59,10.3,6,red
6.9,0.3,0.21,1.0,0.053,39,148,0.9927,3.12,0.45,9.4,6,white
7.1,0.2,0.23,3.5,0.038,23,112,0.9916,3.05,0.37,11.4,6,white
4.4,0.5,0.09,5.1,0.038,52,97,0.9902,3.41,0.40,12.2,7,white
7.8,0.2,0.32,5.0,0.016,31,101,0.9919,2.99,0.39,11.0,6,white
7.6,0.3,0.34,5.0,0.040,18,56,0.9908,3.06,0.48,12.4,6,white
6.3,0.2,0.36,1.2,0.034,26,111,0.9907,3.16,0.51,11.0,6,white
6.5,0.5,0.31,5.0,0.027,15,72,0.9917,3.26,0.60,11.5,7,white
6.4,0.2,0.42,2.9,0.032,32,83,0.9908,3.30,0.41,11.7,6,white
5.0,0.3,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,white
7.2,0.3,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5,white
6.4,0.2,0.29,1.8,0.044,21,115,0.9917,3.10,0.38,10.2,5,white
6.8,0.2,0.30,2.1,0.046,13,117,0.9916,3.16,0.51,11.7,5,white
9.2,0.2,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6,white
4.6,0.5,0.15,2.0,0.054,8,63,0.9934,3.89,0.56,12.9,4,red
7.6,0.4,0.08,2.7,0.084,15,48,0.9968,3.21,0.59,10.0,5,red
5.8,0.3,0.14,5.8,0.046,49,197,0.9937,3.30,0.71,10.3,5,white
5.9,0.6,0.08,2.1,0.071,16,24,0.9938,3.56,0.77,11.1,6,red
8.0,0.2,0.41,1.1,0.048,35,150,0.9917,3.09,0.47,11.2,5,white
8.2,0.3,0.43,1.6,0.035,31,128,0.9916,3.10,0.50,12.3,6,white
13.5,0.5,0.79,4.8,0.120,23,77,1.0018,3.18,0.77,13.0,5,red
7.0,0.2,0.28,14.7,0.051,29,149,0.9979,2.96,0.39,9.0,7,white
6.4,0.4,0.21,1.2,0.041,35,136,0.9923,3.15,0.46,10.2,5,white
6.6,0.3,0.30,4.8,0.170,60,166,0.9946,3.18,0.47,9.4,5,white
8.9,0.6,0.50,2.0,0.337,27,81,0.9964,3.04,1.61,9.5,6,red
8.0,0.1,0.25,1.1,0.033,15,86,0.9904,2.98,0.39,11.2,8,white
7.8,0.5,0.12,2.5,0.068,11,35,0.9960,3.34,0.61,11.6,6,red
8.1,0.2,0.26,11.0,0.043,41,211,0.9968,3.11,0.49,10.0,6,white
7.6,0.4,0.32,3.6,0.035,22,93,0.9914,3.08,0.60,12.5,7,white
5.0,0.3,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,white
5.7,0.2,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6,white
6.9,0.3,0.40,19.5,0.043,36,156,0.9996,2.93,0.47,8.9,5,white
6.9,0.4,0.55,12.0,0.038,22,111,0.9969,3.11,0.29,9.7,5,white
10.8,0.4,0.59,4.2,0.071,17,64,0.9993,3.22,0.77,10.0,5,red
6.7,0.2,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,8,white
8.4,0.3,0.56,1.6,0.093,36,105,0.9969,3.30,0.76,10.5,8,red
6.4,0.2,0.32,12.0,0.066,57,158,0.9992,3.60,0.43,9.0,6,white
6.4,0.2,0.33,1.2,0.044,16,218,0.9920,3.33,0.44,11.0,6,white
7.1,0.3,0.34,14.5,0.039,46,150,0.9950,3.38,0.50,12.5,8,white
7.0,0.3,0.10,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,white
6.8,0.2,0.30,12.8,0.062,19,171,0.9981,3.00,0.52,9.0,7,white
7.1,0.4,0.30,6.2,0.040,49,139,0.9902,3.17,0.27,13.6,6,white
5.3,0.3,0.38,10.5,0.031,53,140,0.9932,3.34,0.46,11.7,6,white
7.3,0.4,0.23,6.5,0.050,18,102,0.9930,3.10,0.55,11.2,4,white
5.9,0.4,0.36,2.5,0.030,12,73,0.9920,3.22,0.48,10.8,6,white
6.9,0.7,0.04,2.0,0.081,12,56,0.9966,3.39,0.56,9.7,5,red
8.0,0.3,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12.0,6,white
9.2,0.3,0.46,3.2,0.058,39,133,0.9960,3.14,0.58,9.5,5,white
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6,red
6.3,0.2,0.34,5.0,0.032,36,93,0.9901,3.27,0.36,13.5,7,white
8.5,0.3,0.27,4.7,0.031,31,92,0.9922,3.01,0.33,12.0,6,white
6.5,0.2,0.33,1.4,0.029,35,138,0.9911,3.36,0.60,11.5,7,white
7.1,0.2,0.39,1.6,0.032,12,65,0.9898,3.25,0.40,12.7,7,white
7.6,0.4,0.32,3.6,0.035,22,93,0.9914,3.08,0.60,12.5,7,white
6.1,0.2,0.24,1.4,0.046,17,77,0.9932,3.66,0.57,10.3,6,white
6.5,0.4,0.38,10.2,0.028,20,82,0.9927,3.10,0.43,12.1,7,white
7.7,0.1,0.75,1.2,0.029,30,164,0.9910,3.08,0.81,12.3,5,white
6.9,0.4,0.56,11.2,0.043,40,142,0.9975,3.14,0.46,8.7,5,white
6.8,0.3,0.12,1.3,0.040,87,168,0.9920,3.18,0.41,10.0,5,white
6.6,0.1,0.25,1.4,0.039,21,131,0.9911,3.20,0.45,11.2,7,white
7.4,0.5,0.46,2.2,0.114,7,20,0.9965,3.32,0.63,10.5,5,red
7.1,0.2,0.27,9.6,0.037,19,105,0.9944,3.04,0.37,10.5,7,white
6.4,0.4,0.19,4.5,0.038,36,119,0.9915,3.07,0.42,11.2,6,white
9.7,0.7,0.40,3.2,0.082,21,59,0.9989,3.37,0.71,11.5,7,red
6.9,0.1,0.28,13.3,0.050,47,132,0.9966,3.34,0.42,10.1,6,white
6.8,0.3,0.74,2.8,0.088,23,185,0.9928,3.51,0.70,12.0,6,white
6.9,0.5,0.23,2.0,0.072,13,22,0.9944,3.40,0.84,11.2,6,red
6.8,0.3,0.32,1.5,0.044,19,142,0.9921,3.10,0.43,9.9,6,white
7.7,0.3,0.34,1.2,0.048,4,119,0.9908,3.18,0.34,12.1,6,white
8.3,0.7,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,5,red
5.6,0.7,0.00,2.2,0.087,3,11,0.9938,3.71,0.63,12.8,7,red
7.4,0.3,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5,white
6.2,0.2,0.28,2.2,0.040,24,125,0.9917,3.19,0.48,10.5,6,white
6.7,0.3,0.18,7.7,0.043,57,200,0.9957,3.17,0.44,9.4,6,white
6.4,0.2,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11.0,8,white
6.7,0.4,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,6,white
7.6,0.3,0.32,14.6,0.063,32,201,0.9980,3.00,0.45,9.2,5,white
6.7,0.2,0.23,10.4,0.058,64,183,0.9952,3.13,0.49,10.3,6,white
9.4,0.2,0.30,1.4,0.042,26,176,0.9954,3.15,0.46,9.1,5,white
8.0,0.6,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,red
8.2,0.6,0.10,2.1,0.073,25,60,0.9964,3.29,0.75,10.9,6,red
7.3,0.7,0.32,2.2,0.069,35,104,0.9963,3.33,0.51,9.5,5,red
7.5,0.2,0.62,10.6,0.045,51,153,0.9978,3.16,0.44,8.8,5,white
8.3,0.6,0.22,2.2,0.077,12,65,0.9969,3.29,0.51,9.3,5,red
7.6,0.2,0.35,4.3,0.051,23,98,0.9942,3.10,0.44,9.5,6,white
5.2,0.6,0.07,7.0,0.044,33,147,0.9944,3.33,0.58,9.7,5,white
6.2,0.2,0.33,5.4,0.028,21,75,0.9901,3.36,0.41,13.5,7,white
9.1,0.3,0.33,2.1,0.063,13,27,0.9952,3.26,0.84,11.7,7,red
7.4,0.2,0.49,6.7,0.037,15,110,0.9938,3.20,0.38,11.0,7,white
8.5,0.2,0.52,1.9,0.090,9,23,0.9965,3.36,0.67,10.4,5,red
7.7,0.3,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,6,white
7.5,0.5,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,red
7.2,0.4,0.30,1.8,0.073,31,70,0.9969,3.42,0.59,9.5,6,red
7.3,0.2,0.50,9.9,0.036,45,183,0.9967,3.08,0.57,9.7,5,white
7.1,0.3,0.19,8.2,0.051,53,187,0.9960,3.16,0.52,9.7,5,white
6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6,white
7.1,0.3,0.30,2.0,0.031,13,128,0.9917,3.19,0.49,11.4,5,white
9.0,0.3,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5,white
7.0,0.2,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,6,white
7.8,0.6,0.07,1.5,0.070,16,58,0.9964,3.31,0.45,9.4,5,red
7.3,0.3,0.26,7.2,0.048,52,207,0.9959,3.12,0.37,9.2,5,white
6.4,0.3,0.50,5.9,0.040,43,112,0.9918,3.19,0.53,12.0,8,white
8.5,0.3,0.51,1.6,0.112,14,37,0.9968,3.25,0.55,9.5,5,red
7.2,0.2,0.25,18.8,0.085,19,111,1.0004,3.10,0.51,8.7,5,white
6.8,0.2,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7,white
6.8,0.4,0.31,14.4,0.043,28,162,0.9988,3.17,0.54,9.1,5,white
6.2,0.2,0.32,2.8,0.050,17,126,0.9936,3.18,0.55,9.4,6,white
5.3,0.3,0.30,1.2,0.048,25,119,0.9905,3.32,0.62,11.3,6,white
6.6,0.2,0.40,1.5,0.044,48,143,0.9912,3.54,0.52,12.4,7,white
8.6,0.3,0.40,2.2,0.079,3,6,0.9951,3.27,0.67,11.9,6,red
7.1,0.2,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,7,white
11.3,0.3,0.45,2.0,0.082,6,15,0.9988,2.94,0.66,9.2,6,red
6.0,0.3,0.33,9.9,0.032,22,90,0.9926,3.10,0.43,12.1,7,white
6.6,0.2,0.28,1.7,0.041,53,161,0.9921,3.13,0.45,10.2,6,white
6.6,0.3,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,5,white
6.9,0.4,0.32,10.1,0.045,38,132,0.9936,3.07,0.33,11.7,8,white
6.6,0.4,0.24,0.9,0.038,15,72,0.9907,3.23,0.39,11.0,5,white
8.8,0.4,0.35,1.8,0.096,22,80,0.9902,2.95,0.54,12.6,6,white
7.4,0.7,0.16,1.8,0.078,12,39,0.9977,3.50,0.70,9.9,6,red
5.9,0.3,0.16,7.9,0.044,48,197,0.9951,3.21,0.36,9.4,5,white
7.5,0.3,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,white
7.0,0.5,0.25,2.7,0.080,11,38,0.9967,3.46,0.50,11.0,5,red
6.0,0.2,0.23,5.0,0.045,10,122,0.9926,2.94,0.63,10.0,6,white
6.5,0.3,0.30,9.2,0.051,25,166,0.9934,3.24,0.56,11.4,6,white
7.1,0.2,0.30,0.9,0.019,4,28,0.9893,3.20,0.36,12.0,6,white
7.1,0.6,0.01,2.5,0.077,20,85,0.9975,3.55,0.59,9.8,5,red
6.3,0.2,0.49,1.6,0.064,16,142,0.9936,3.23,0.52,9.1,7,white
7.0,0.5,0.02,1.0,0.035,40,106,0.9930,3.20,0.32,9.0,4,white
6.2,0.3,0.18,1.5,0.028,20,111,0.9923,3.41,0.50,10.0,5,white
9.1,0.2,0.37,1.6,0.067,6,10,0.9955,3.23,0.58,11.1,7,red
5.8,0.4,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6,white
6.6,0.2,0.34,5.1,0.055,34,125,0.9942,3.36,0.42,9.6,5,white
11.1,0.3,0.53,2.2,0.060,3,10,0.9957,3.02,0.83,10.9,7,red
6.2,0.4,0.31,4.0,0.035,45,92,0.9893,3.20,0.50,13.4,8,white
8.5,0.6,0.18,2.1,0.078,5,30,0.9967,3.20,0.48,9.8,6,red
8.1,0.2,0.30,1.3,0.036,7,49,0.9924,2.99,0.73,10.3,5,white
7.6,0.2,0.28,12.0,0.056,68,143,0.9983,2.99,0.30,9.2,6,white
8.1,0.7,0.22,2.2,0.069,9,23,0.9968,3.30,1.20,10.3,5,red
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.50,9.2,6,white
5.9,0.5,0.00,0.8,0.032,12,82,0.9929,3.25,0.36,8.8,5,white
6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6,white
6.1,0.3,0.46,4.7,0.029,21,94,0.9910,3.29,0.62,12.3,6,white
6.3,0.3,0.28,5.0,0.042,36,168,0.9951,3.22,0.69,9.5,6,white
6.1,0.3,0.32,6.2,0.048,47,161,0.9928,3.22,0.60,11.0,6,white
7.5,0.3,0.49,1.8,0.031,44,107,0.9906,3.07,0.45,12.6,6,white
6.4,0.3,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,6,white
7.1,0.2,0.36,11.6,0.042,45,124,0.9970,2.92,0.59,9.5,7,white
6.6,0.1,0.33,1.4,0.036,17,109,0.9931,3.27,0.61,9.5,6,white
5.8,0.2,0.36,1.3,0.036,11,70,0.9920,3.43,0.68,10.4,7,white
7.5,0.3,0.38,8.7,0.126,49,199,0.9971,2.98,0.57,9.4,5,white
6.4,0.3,0.48,6.4,0.038,37,161,0.9953,3.38,0.53,9.7,5,white
6.4,0.3,0.26,7.9,0.050,53,180,0.9951,3.14,0.50,9.6,5,white
6.8,0.2,0.38,1.4,0.038,35,111,0.9918,3.32,0.59,11.2,7,white
12.7,0.6,0.45,2.3,0.082,11,22,1.0000,3.00,0.70,9.3,6,red
6.3,0.2,0.22,5.6,0.039,31,128,0.9930,3.12,0.46,10.4,6,white
6.9,0.2,0.28,8.9,0.041,39,128,0.9938,3.25,0.33,11.1,8,white
6.6,0.2,0.58,1.1,0.133,52,136,0.9932,3.10,0.30,9.1,5,white
7.9,0.2,0.34,1.2,0.040,29,118,0.9932,3.14,0.41,10.6,6,white
7.4,0.3,0.29,1.6,0.045,53,180,0.9936,3.34,0.68,10.5,6,white
6.5,0.3,0.53,1.7,0.040,41,192,0.9922,3.26,0.59,10.4,7,white
8.0,0.7,0.24,2.8,0.083,10,62,0.9969,3.35,0.56,10.0,6,red
7.3,0.3,0.29,7.5,0.049,38,158,0.9965,3.43,0.38,9.6,5,white
7.9,0.3,0.51,1.8,0.341,17,56,0.9969,3.04,1.08,9.2,6,red
6.7,0.1,0.36,2.3,0.039,43,125,0.9923,3.07,0.67,10.1,7,white
8.9,0.2,0.39,1.6,0.074,3,10,0.9970,3.12,0.59,9.5,6,red
6.8,0.2,0.41,12.9,0.044,80,182,0.9974,3.24,0.78,10.2,6,white
8.3,0.2,0.40,1.6,0.032,35,110,0.9907,3.02,0.60,12.9,7,white
7.6,0.2,0.44,1.9,0.036,10,119,0.9913,3.01,0.70,12.8,6,white
7.4,0.5,0.27,2.1,0.071,14,25,0.9939,3.35,0.63,12.0,6,red
6.6,0.4,0.28,2.8,0.043,17,67,0.9892,3.21,0.47,13.2,6,white
6.7,0.4,0.22,8.8,0.052,24,113,0.9958,3.22,0.45,9.4,5,white
5.9,0.1,0.28,1.4,0.037,36,83,0.9907,3.33,0.42,10.9,7,white
9.2,0.3,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5,white
6.6,0.2,0.18,8.5,0.044,59,188,0.9956,3.16,0.49,9.5,5,white
6.5,0.4,0.28,11.3,0.032,31,87,0.9922,3.02,0.38,12.4,6,white
5.8,0.3,0.20,2.6,0.027,17,123,0.9894,3.36,0.78,13.9,7,white
9.9,0.6,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,red
5.9,0.4,0.10,1.6,0.057,39,128,0.9924,3.24,0.48,10.1,5,white
6.7,0.5,0.30,5.3,0.036,27,165,0.9912,3.12,0.46,12.2,6,white
6.3,0.3,0.17,17.8,0.060,51,190,0.9992,3.13,0.48,8.8,6,white
8.6,0.8,0.22,2.4,0.064,10,44,0.9964,3.11,0.53,9.3,5,red
7.7,0.3,0.50,3.9,0.038,46,138,0.9911,3.04,0.38,11.6,7,white
8.5,0.3,0.34,13.8,0.041,32,161,0.9981,3.13,0.40,9.9,6,white
6.8,0.2,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,6,white
7.3,0.3,0.29,1.5,0.038,32,144,0.9930,3.20,0.55,10.8,5,white
7.0,0.2,0.32,1.1,0.032,29,80,0.9897,3.23,0.36,12.1,6,white
8.0,0.6,0.05,2.0,0.089,12,32,0.9974,3.36,0.61,10.0,5,red
8.7,0.3,0.21,5.6,0.039,28,67,0.9933,2.96,0.52,11.0,4,white
11.3,0.4,0.50,1.8,0.090,20,47,0.9973,3.15,0.57,10.5,5,red
6.4,0.2,0.30,2.8,0.034,33,125,0.9915,3.03,0.49,10.4,6,white
7.3,0.3,0.26,7.2,0.048,52,207,0.9959,3.12,0.37,9.2,5,white
7.1,0.3,0.49,1.5,0.027,26,126,0.9900,3.30,0.33,12.2,7,white
9.3,0.4,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,5,red
10.2,0.4,0.58,4.1,0.092,11,24,0.9975,3.29,0.99,12.0,7,red
6.6,0.6,0.16,3.1,0.045,28,92,0.9940,3.12,0.35,9.1,6,white
6.4,0.3,0.40,6.4,0.039,39,191,0.9951,3.14,0.52,9.8,5,white
7.9,0.2,0.30,7.4,0.050,58,152,0.9961,3.12,0.37,9.5,6,white
5.7,0.3,0.26,12.5,0.049,53,106,0.9969,3.08,0.45,9.4,6,white
5.0,0.3,0.40,1.2,0.076,42,124,0.9920,3.32,0.47,10.1,6,white
7.4,0.6,0.01,2.0,0.074,13,38,0.9975,3.48,0.65,9.8,5,red
6.9,0.3,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8,7,white
7.8,0.2,0.50,1.3,0.045,35,140,0.9904,3.16,0.40,12.0,6,white
6.1,0.2,0.49,1.5,0.051,18,87,0.9928,3.30,0.46,9.6,5,white
7.8,0.9,0.07,1.9,0.058,22,47,0.9953,3.51,0.43,10.7,6,red
6.0,0.2,0.34,1.3,0.025,23,111,0.9896,3.36,0.37,12.7,6,white
5.3,0.8,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,5,white
6.4,0.2,0.32,8.8,0.038,38,118,0.9945,3.19,0.41,10.7,5,white
7.7,0.4,0.46,11.8,0.088,61,183,0.9979,2.86,0.47,9.0,5,white
11.6,0.4,0.54,1.5,0.095,22,41,0.9974,3.02,0.76,9.9,7,red
8.2,0.4,0.33,2.4,0.076,11,47,0.9960,3.27,0.81,11.0,6,red
6.6,0.2,0.36,1.1,0.031,27,93,0.9888,3.23,0.34,13.2,8,white
6.3,0.2,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10.0,6,white
7.1,0.3,0.19,7.8,0.040,48,184,0.9958,3.16,0.50,9.4,5,white
7.9,0.2,0.39,2.0,0.057,21,138,0.9918,3.05,0.52,10.9,5,white
10.2,0.2,0.49,2.4,0.075,10,28,0.9978,3.14,0.61,10.4,5,red
5.6,0.3,0.10,6.4,0.043,34,142,0.9938,3.14,0.48,9.8,5,white
6.0,0.3,0.30,1.9,0.033,41,142,0.9891,3.29,0.42,12.8,7,white
7.1,0.2,0.40,1.2,0.069,24,156,0.9928,3.42,0.43,10.6,6,white
7.7,0.4,0.34,10.0,0.056,35,178,0.9974,3.26,0.60,10.2,5,white
6.6,0.4,0.47,1.4,0.145,26,124,0.9927,3.09,0.56,10.1,6,white
5.8,0.2,0.21,1.5,0.044,21,110,0.9914,3.30,0.57,11.0,6,white
7.7,0.3,0.23,2.0,0.069,29,134,0.9938,3.11,0.62,9.8,5,white
8.0,0.3,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,white
6.5,0.4,0.28,12.4,0.051,86,213,0.9962,3.16,0.51,9.9,6,white
6.8,0.3,0.44,7.0,0.050,29,155,0.9955,3.14,0.42,9.5,5,white
6.8,0.3,0.43,11.8,0.045,53,198,0.9969,3.26,0.55,9.5,5,white
6.2,0.4,0.38,3.2,0.031,20,89,0.9896,3.06,0.33,12.0,7,white
5.2,0.5,0.04,1.4,0.055,20,107,0.9926,3.55,0.63,12.1,7,red
6.4,0.1,0.29,1.1,0.035,44,140,0.9914,3.17,0.55,10.7,7,white
6.6,0.2,0.27,10.3,0.047,54,219,0.9974,3.04,0.45,8.8,5,white
